%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
24.0, -69201.85019991997, -10150.15067459949, -7852.1454754049155, -26573.318430580908, -73538.64741786092, -69717.3037788038, -76201.36603133274, -74193.93351005716, -73932.57456214125, -76895.38769667002, -7605.046940451496, -7530.973259326609, -73862.50184327386, -71339.45928090326, -60934.096388113074, -29775.049361592457, -0.14200000000000002, 0.834, -0.496, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769892762463272E9, 0.0, 2026-01-31 14:52:42.463
26.0, -69162.60053665645, -10155.91742466896, -7883.907304275907, -26569.049247389943, -73588.98354637428, -69700.31645301777, -76162.04931283585, -74133.98613142803, -73995.87470243868, -76959.17957534546, -7608.511460842069, -7511.884869561776, -73924.46087890398, -71328.19400169779, -60930.2295363223, -29764.499338209553, -0.14200000000000002, 0.834, -0.496, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769892762469348E9, 0.0, 2026-01-31 14:52:42.469
28.0, -69149.52476615009, -10222.547974890229, -7914.238621501759, -26590.26105287803, -73606.10498262703, -69703.11042107469, -76110.57324535528, -74053.94453453357, -74007.721127, -76969.8190057062, -7635.244147210616, -7509.96261953862, -73939.32478896675, -71335.54772562358, -60930.6318677225, -29765.88514636578, -0.10200000000000001, 0.8320000000000001, -0.5, 192.0, 126.0, 104.0, 13.0, 0.0, 120.0, 48.0, 0.0, 0.0, 0.0, 1.769892762478303E9, 0.0, 2026-01-31 14:52:42.478
30.0, -69111.66091104281, -10238.618879153595, -7935.875110134496, -26623.475745138618, -73624.2769508692, -69706.1502583206, -76088.31090787779, -73975.35580102871, -74047.1272524747, -77009.47100036991, -7649.146932261817, -7507.794500326455, -73974.84171090624, -71339.03459775861, -60912.54930645815, -29775.36228601483, -0.10200000000000001, 0.8320000000000001, -0.5, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769892762486338E9, 0.0, 2026-01-31 14:52:42.486
32.0, -69102.87667547187, -10315.263010890843, -7950.671964963909, -26675.778827164035, -73596.0243458777, -69721.32709280576, -76073.08936990373, -73918.67177709006, -74024.23906615247, -76985.666392525, -7670.157572049806, -7528.626326158801, -73952.17704202856, -71358.07828403453, -60897.08189929508, -29803.503132284062, -0.10200000000000001, 0.8320000000000001, -0.5, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769892762493315E9, 0.0, 2026-01-31 14:52:42.493
34.0, -69067.35975353238, -10329.590479086695, -7948.481494007289, -26714.51440030508, -73571.83975837706, -69735.11811913468, -76075.10102690471, -73882.55135805027, -74014.0690224253, -76977.86563371011, -7671.342214505937, -7555.269605549527, -73937.69311162151, -71375.80321738758, -60865.454180890825, -29838.505964101074, -0.10200000000000001, 0.8320000000000001, -0.5, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769892762503573E9, 0.0, 2026-01-31 14:52:42.503
36.0, -69045.56680268847, -10389.29198852682, -7940.703086936843, -26744.890421019845, -73511.95943498128, -69773.63017483118, -76087.28272763285, -73829.9800550914, -73955.88743160813, -76921.51688593828, -7677.555999464513, -7595.145117657795, -73886.99935519688, -71412.81770620558, -60848.48920684925, -29885.511682690583, -0.10200000000000001, 0.8320000000000001, -0.5, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769892762509524E9, 0.0, 2026-01-31 14:52:42.509
38.0, -68981.9313862242, -10361.128790513134, -7928.610793186521, -26752.020627501086, -73493.65335627239, -69820.56883818732, -76126.68885310755, -73782.23672893486, -73928.5959516282, -76897.01937401526, -7659.518141689079, -7619.9332022587305, -73854.41051178104, -71454.39195089244, -60816.36975006697, -29928.650549489328, -0.101, 0.8270000000000001, -0.506, 192.0, 126.0, 112.0, 12.5, 88.0, 120.0, 0.0, 0.0, 0.0, 0.0, 1.76989276251834E9, 0.0, 2026-01-31 14:52:42.518
40.0, -68941.54178399347, -10379.72544189995, -7937.931470624384, -26749.53958386655, -73417.85859082444, -69887.4452575976, -76193.11823762873, -73746.74215873983, -73868.31329683225, -76835.37326280752, -7653.192598008228, -7632.159606475784, -73796.20656921943, -71493.44044845586, -60813.88870643243, -29965.68739005177, -0.101, 0.8270000000000001, -0.506, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769892762526347E9, 0.0, 2026-01-31 14:52:42.526
42.0, -68862.9530504886, -10345.1919967165, -7952.705973709342, -26720.77288875257, -73400.08895398247, -69942.94463908013, -76252.81974706886, -73732.07941437715, -73820.54761893125, -76787.51817792871, -7642.329650202948, -7626.772836062055, -73753.20181288742, -71522.05068135867, -60811.58647675353, -29986.183939717288, -0.101, 0.8270000000000001, -0.506, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769892762533353E9, 0.0, 2026-01-31 14:52:42.533
44.0, -68812.14753534169, -10377.66908141006, -8018.174233218937, -26666.569908448448, -73370.04820943454, -69969.18558707066, -76277.16079678069, -73737.9579231689, -73794.35137442964, -76757.47743338079, -7648.61049039489, -7596.463870580658, -73728.48078351984, -71515.16634406643, -60840.911965478896, -29984.462855394228, -0.101, 0.8270000000000001, -0.506, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769892762541393E9, 0.0, 2026-01-31 14:52:42.541
46.0, -68733.20117392554, -10371.298834240299, -8096.159469623503, -26567.01523864451, -73431.35904447545, -69924.61620862677, -76264.10737801879, -73769.42917936196, -73812.7245083719, -76772.63191612148, -7661.909778345797, -7535.912994851232, -73744.17170812747, -71477.66011687042, -60869.81277105961, -29948.253029376632, -0.101, 0.8270000000000001, -0.506, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769892762550412E9, 0.0, 2026-01-31 14:52:42.550
48.0, -68691.87279842768, -10448.904090989125, -8208.029950622315, -26475.261327655477, -73451.76618716314, -69848.75438794546, -76191.48656028349, -73877.3881050811, -73861.6301252401, -76816.7766114207, -7700.310075320015, -7444.382601306749, -73798.30763319822, -71397.73027869825, -60939.907841671455, -29902.878988132357, -0.0685, 0.8365, -0.52, 192.0, 127.0, 112.0, 13.0, 56.0, 119.5, 40.0, 0.0, 0.0, 0.0, 1.769892762558451E9, 0.0, 2026-01-31 14:52:42.558
