0.000000	-187500.022352	-57276.099298	-187500.022352	-187500.022352	-32370.735093	6938.964956	-106125.143901	-10604.315770	-42692.100131	-93750.011176	-93750.011176	-89246.671110	-69029.540602	-6554.336137	2169.661483	-93750.011176	-0.024000	0.466000	0.156000	192.000000	127.500000	32.000000	7.000000	72.000000	2.000000	112.000000	0.000000	0.000000	0.000000	1770498139.295074	0.000000
2.000000	-187500.022352	-57276.144001	-187500.022352	-187500.022352	-32371.293887	6938.160293	-106130.262450	-10612.541212	-85336.993377	-187500.022352	-187500.022352	-178483.283935	-138049.939340	-13115.310742	4339.948814	-187500.022352	-0.024000	0.466000	0.156000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770498139.303072	0.000000
4.000000	-187500.022352	-57274.914655	-187500.022352	-187500.022352	-32370.623335	6935.701601	-106131.625906	-10619.872584	-85269.245239	-187500.022352	-187500.022352	-178464.262600	-138033.689622	-13116.987123	4337.087791	-187500.022352	-0.024000	0.466000	0.156000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770498139.310143	0.000000
6.000000	-187500.022352	-57279.742632	-187500.022352	-187500.022352	-32378.491149	6940.283709	-106141.214805	-10632.903651	-85208.917881	-187500.022352	-187500.022352	-178450.873906	-138019.518616	-13123.625591	4338.294785	-187500.022352	-0.029000	0.583000	0.193000	192.000000	127.000000	120.000000	10.500000	112.000000	3.500000	24.000000	0.000000	0.000000	0.000000	1770498139.318148	0.000000
8.000000	-187500.022352	-57277.149830	-187500.022352	-187500.022352	-32380.882785	6939.344935	-106145.439284	-10638.849215	-85150.378662	-187500.022352	-187500.022352	-178438.692205	-138010.600270	-13133.169786	4341.535788	-187500.022352	-0.029000	0.583000	0.193000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770498139.326190	0.000000
10.000000	-187500.022352	-57273.305329	-187500.022352	-187500.022352	-32383.564995	6937.534444	-106150.647241	-10645.934718	-85093.761694	-187500.022352	-187500.022352	-178422.688356	-137996.809244	-13137.528376	4338.384192	-187500.022352	-0.029000	0.583000	0.193000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770498139.334245	0.000000
12.000000	-187500.022352	-57272.321853	-187500.022352	-187500.022352	-32390.225815	6940.551930	-106159.699697	-10656.574149	-85047.203010	-187500.022352	-187500.022352	-178411.579539	-137987.689732	-13144.435065	4339.837055	-187500.022352	-0.029000	0.583000	0.193000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770498139.342247	0.000000
14.000000	-187500.022352	-57268.633815	-187500.022352	-187500.022352	-32395.031440	6940.529578	-106166.338166	-10664.643128	-84999.035001	-187500.022352	-187500.022352	-178402.348268	-137982.459424	-13155.320365	4342.094581	-187500.022352	-0.029000	0.583000	0.193000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770498139.349305	0.000000
16.000000	-187500.022352	-57261.995347	-187500.022352	-187500.022352	-32397.624242	6939.233177	-106171.367308	-10669.471105	-84953.772718	-187500.022352	-187500.022352	-178387.394951	-137974.993941	-13159.656603	4340.887587	-187500.022352	-0.039500	0.699500	0.230500	192.000000	127.000000	56.000000	12.500000	64.000000	4.000000	48.000000	0.000000	0.000000	0.000000	1770498139.358402	0.000000
18.000000	-187500.022352	-57258.553178	-187500.022352	-187500.022352	-32402.474571	6938.920252	-106177.357576	-10679.641149	-84912.310232	-187500.022352	-187500.022352	-178371.681675	-137967.304941	-13161.958833	4339.390020	-187500.022352	-0.039500	0.699500	0.230500	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1770498139.366844	0.000000
