%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
20.0, -133099.87730978458, -10825.821557738967, -10827.967325206677, -10309.22803988791, -139918.36636285382, -133554.91412340573, -132367.23183002853, -135269.58349580568, -140336.2769289347, -140811.6314782657, -8768.25407365013, -8273.632320598641, -139746.6379102037, -89871.5588297318, -81651.61539931482, -70313.38009993793, -0.22, 0.896, -0.36, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009844257E9, 0.0, 2026-01-31 14:56:49.844
22.0, -133120.28445247226, -10856.979889509665, -10836.371581121872, -10311.887897478093, -139881.7095019471, -133560.1220798638, -132355.96655082304, -135274.74674877487, -140326.46451311882, -140801.1932136051, -8771.83035276298, -8273.744079320917, -139743.2851485354, -89869.34600703073, -81655.59400982787, -70317.22459998424, -0.22, 0.896, -0.36, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009853257E9, 0.0, 2026-01-31 14:56:49.853
24.0, -133105.04056275374, -10817.059673912487, -10823.407569337794, -10299.437975816487, -139899.03210389998, -133550.13085009228, -132354.35722522228, -135278.61360056564, -140319.3790101265, -140794.3312280573, -8768.768163772604, -8274.25816944339, -139728.66710766163, -89874.5092599999, -81643.03232944397, -70316.26347497267, -0.22, 0.896, -0.36, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009860282E9, 0.0, 2026-01-31 14:56:49.860
26.0, -133125.55946416373, -10844.373505636871, -10838.271479400573, -10304.064786918734, -139866.91264711772, -133542.88888488876, -132364.21434452705, -135286.6378768251, -140313.2099286568, -140787.2233733205, -8768.812867261513, -8270.525428119354, -139729.85175011776, -89867.9601988745, -81648.53085857998, -70316.86697207297, -0.22, 0.896, -0.36, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009870423E9, 0.0, 2026-01-31 14:56:49.870
28.0, -133106.60518486562, -10809.884763942333, -10828.168490906775, -10293.89474319157, -139890.98547589607, -133517.49730318753, -132370.87516437474, -135280.89347850007, -140306.1244256645, -140780.3166842838, -8775.384280131375, -8276.716861333474, -139715.39017145516, -89876.69973095653, -81643.79228875546, -70314.85531507198, -0.224, 0.9, -0.356, 192.0, 124.5, 0.0, 14.0, 16.0, 122.0, 112.0, 0.0, 0.0, 0.0, 1.769893009876464E9, 0.0, 2026-01-31 14:56:49.876
30.0, -133115.79175183675, -10827.341476361928, -10842.920642247278, -10297.716891493428, -139860.22947552556, -133505.02502978148, -132380.53111797944, -135277.56306857624, -140315.0651234466, -140788.0280361209, -8773.752602786137, -8267.418535640065, -139728.84592161726, -89862.28285578286, -81648.53085857998, -70306.80868706807, -0.224, 0.9, -0.356, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009885537E9, 0.0, 2026-01-31 14:56:49.885
32.0, -133099.69849582892, -10805.101490628898, -10834.918717732276, -10293.51476353583, -139879.27316180148, -133487.36715166178, -132382.14044358023, -135274.2773621413, -140298.0554459161, -140770.3254545123, -8779.027614477589, -8269.810172296784, -139708.3717236962, -89868.18371631905, -81641.51241082101, -70299.34320442, -0.224, 0.9, -0.356, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009892351E9, 0.0, 2026-01-31 14:56:49.892
34.0, -133113.8247983247, -10822.625258281858, -10850.408476639805, -10300.555563039252, -139853.12162078876, -133479.74520680253, -132387.92954539414, -135283.35217039016, -140310.6171263, -140783.7812046744, -8775.138410942365, -8259.573073336252, -139726.18606402708, -89852.24692252242, -81647.25680914603, -70292.90590201686, -0.224, 0.9, -0.356, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009900451E9, 0.0, 2026-01-31 14:56:49.900
36.0, -133103.1630162195, -10816.992618679122, -10842.942993991732, -10295.571124025719, -139862.44229822664, -133465.93182872914, -132382.20749881357, -135290.90706001606, -140285.53846902115, -140757.80847761733, -8785.97900700319, -8266.770335050862, -139697.3299619353, -89865.05447209532, -81646.69801553465, -70291.56479734955, -0.224, 0.9, -0.356, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009909474E9, 0.0, 2026-01-31 14:56:49.909
38.0, -133108.68389709998, -10830.157796163297, -10854.320031919484, -10296.688711248484, -139834.03323102393, -133462.1543839162, -132384.95676338158, -135302.1276357326, -140295.3061813481, -140767.28561726637, -8779.318187155508, -8255.370945378656, -139709.6234213857, -89850.4140794771, -81650.34134988087, -70287.04974496958, -0.22, 0.899, -0.353, 192.0, 124.5, 32.0, 14.0, 8.0, 122.5, 8.0, 0.0, 0.0, 0.0, 1.769893009916412E9, 0.0, 2026-01-31 14:56:49.916
40.0, -133101.55369061872, -10838.606755567404, -10846.608680082403, -10290.743147223371, -139841.7669346055, -133452.72194775604, -132378.63121970074, -135300.11597873163, -140261.3538815205, -140734.04857326133, -8788.50475412664, -8263.037593726825, -139675.82758376928, -89865.47915523997, -81648.12852717978, -70288.70377405928, -0.22, 0.899, -0.353, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009924411E9, 0.0, 2026-01-31 14:56:49.924
42.0, -133106.04639125423, -10842.406552124805, -10856.242281942641, -10293.201839113455, -139824.57844311936, -133449.4585930656, -132385.8955366487, -135304.0945892447, -140284.95732366532, -140757.38379447267, -8782.514486612617, -8254.141599433613, -139696.43589215708, -89856.00201559092, -81649.80490801393, -70288.21203568125, -0.22, 0.899, -0.353, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009932421E9, 0.0, 2026-01-31 14:56:49.932
44.0, -133102.9618505194, -10855.437619142249, -10849.223834183675, -10294.095908891668, -139814.36369590327, -133445.7929069749, -132380.39700751269, -135310.30837420325, -140244.67948015683, -140717.32946840877, -8791.075204739, -8261.897654759605, -139656.89565621564, -89871.3129605428, -81647.61443705732, -70290.7377828047, -0.22, 0.899, -0.353, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009941577E9, 0.0, 2026-01-31 14:56:49.941
46.0, -133099.5643853622, -10841.244261413129, -10851.928395262767, -10296.621656015117, -139798.53866082893, -133448.76568898748, -132383.05686510287, -135312.67765911552, -140255.78829715113, -140727.9241952806, -8778.290006910564, -8252.979308721937, -139668.1162319322, -89859.42183249258, -81644.03815794447, -70289.17316069284, -0.22, 0.899, -0.353, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009948564E9, 0.0, 2026-01-31 14:56:49.948
48.0, -133101.5760423632, -10859.19271221074, -10848.307412661006, -10298.298036849266, -139795.85645149427, -133449.9950349325, -132377.64774294468, -135298.41724615303, -140221.0983897565, -140694.64244778664, -8787.744794815158, -8264.579864094241, -139633.7616007044, -89876.02917862286, -81647.05564344593, -70296.34807066299, -0.223, 0.8965000000000001, -0.35150000000000003, 192.0, 124.0, 120.0, 13.5, 120.0, 122.5, 8.0, 0.0, 0.0, 0.0, 1.76989300995863E9, 0.0, 2026-01-31 14:56:49.958
50.0, -133091.22718468038, -10829.554299063004, -10847.815674282989, -10293.827687958204, -139798.02457070645, -133441.85899995078, -132386.11905409326, -135288.56012684826, -140247.2499307692, -140720.68223007707, -8775.808963276026, -8256.130904690135, -139660.62839753967, -89865.30034128432, -81643.99345445556, -70294.96226250676, -0.223, 0.8965000000000001, -0.35150000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009964612E9, 0.0, 2026-01-31 14:56:49.964
52.0, -133095.2057951934, -10849.089723716943, -10845.848720770922, -10293.045376902268, -139791.43080609213, -133434.12529636925, -132386.56608898236, -135273.11507142964, -140217.96914553276, -140692.07199717427, -8782.939169757268, -8265.026898983348, -139630.02885938037, -89876.94560014554, -81646.87682949028, -70297.57741660804, -0.223, 0.8965000000000001, -0.35150000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009973528E9, 0.0, 2026-01-31 14:56:49.973
54.0, -133082.44294910945, -10810.622371509358, -10842.38420038035, -10285.55754250974, -139806.47353011055, -133418.81435141736, -132396.1549873537, -135262.60975153564, -140245.5959016795, -140719.207014943, -8770.444544606751, -8257.315547146267, -139657.90148471613, -89866.55203897382, -81640.93126546517, -70293.66586132835, -0.223, 0.8965000000000001, -0.35150000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009980704E9, 0.0, 2026-01-31 14:56:49.980
56.0, -133092.4118271365, -10836.550395077515, -10844.351153892418, -10286.250446587856, -139802.02553296395, -133407.07968557833, -132393.2492605745, -135248.41639380652, -140227.8933200709, -140701.30326763433, -8779.429945877784, -8262.814076282273, -139639.72951647395, -89872.11762334319, -81647.43562310167, -70296.593939852, -0.223, 0.8965000000000001, -0.35150000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893009988347E9, 0.0, 2026-01-31 14:56:49.988
58.0, -133078.19611766294, -10796.540772502514, -10840.99839222412, -10282.65181573055, -139827.9535565321, -133391.85814760425, -132397.8984234212, -135240.45917278042, -140256.861180885, -140731.67928834909, -8769.21519866171, -8252.44286685501, -139668.85383949924, -89858.95244585902, -81639.9701404536, -70288.837884526, -0.2235, 0.89625, -0.34775, 192.0, 124.5, 0.0, 14.0, 0.0, 122.5, 32.0, 0.0, 0.0, 0.0, 1.769893009996669E9, 0.0, 2026-01-31 14:56:49.996
60.0, -133093.2611934258, -10829.800168252012, -10846.653383571314, -10287.122164621613, -139818.7446378165, -133384.8396998453, -132391.41641752917, -135230.7138121979, -140245.9088261019, -140720.3693056547, -8777.083012709978, -8253.783971522329, -139660.94132196205, -89859.06420458129, -81647.52503007949, -70289.01669848165, -0.2235, 0.89625, -0.34775, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010003707E9, 0.0, 2026-01-31 14:56:50.003
62.0, -133077.63732405155, -10787.018929364554, -10836.57274682197, -10278.159115095033, -139850.8193911099, -133367.20417347006, -132387.92954539414, -135223.20362606092, -140276.50836426122, -140749.20305600204, -8769.237550406164, -8245.044439440304, -139687.4281391416, -89850.43643122155, -81640.90891372072, -70284.07696295703, -0.2235, 0.89625, -0.34775, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010012614E9, 0.0, 2026-01-31 14:56:50.012
64.0, -133092.59064109216, -10819.317200102472, -10839.813749767989, -10278.293225561765, -139833.4520856681, -133355.1789349531, -132375.61373419926, -135213.74883815635, -140268.3052740461, -140742.09520126524, -8769.729288784181, -8238.316564359257, -139681.95196175005, -89842.56861717328, -81644.86517248931, -70280.56773907754, -0.2235, 0.89625, -0.34775, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010020762E9, 0.0, 2026-01-31 14:56:50.020
66.0, -133076.76560601778, -10778.927597871732, -10829.062560684986, -10270.559521980229, -139867.96317910712, -133340.18091442357, -132373.42326324264, -135211.67012592198, -140288.60065801154, -140761.85414336374, -8761.079163679977, -8230.068770655247, -139695.18419446758, -89835.01372754738, -81633.68930026166, -70272.74462851818, -0.2235, 0.89625, -0.34775, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010027663E9, 0.0, 2026-01-31 14:56:50.027
68.0, -133091.98714399186, -10806.643760996314, -10834.739903776635, -10269.710155690927, -139839.73292586004, -133334.5706265653, -132368.28236201793, -135206.37276248608, -140284.39853005394, -140759.35074798475, -8761.012108446612, -8225.129035130625, -139699.05104625833, -89827.79411408832, -81642.85351548833, -70272.23053839571, -0.22375, 0.893125, -0.34587500000000004, 192.0, 124.5, 0.0, 13.5, 104.0, 122.5, 32.0, 0.0, 0.0, 0.0, 1.769893010035687E9, 0.0, 2026-01-31 14:56:50.035
70.0, -133074.15045191653, -10759.660394151259, -10819.987752436133, -10257.84137938516, -139872.63469369826, -133321.0254694254, -132363.52144044894, -135203.35527698463, -140291.55108827964, -140765.49747770996, -8753.792494987547, -8219.697561227986, -139703.56609863832, -89824.37429718666, -81631.67764326069, -70266.39673309287, -0.22375, 0.893125, -0.34587500000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010044771E9, 0.0, 2026-01-31 14:56:50.044
72.0, -133092.74710330332, -10779.50874322757, -10829.219022896174, -10260.925920119991, -139848.62892015325, -133318.45501881302, -132363.2532195155, -135203.98112582936, -140292.64632375794, -140766.36919574373, -8753.032535676068, -8212.746168702384, -139709.10933126323, -89812.08083773624, -81633.77870723949, -70263.22278538022, -0.22375, 0.893125, -0.34587500000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010053815E9, 0.0, 2026-01-31 14:56:50.053
74.0, -133076.22916415086, -10733.821777560923, -10818.534889046538, -10251.873463615593, -139884.59287698186, -133303.2111290945, -132368.81880388485, -135203.82466361817, -140296.5578790376, -140770.95130335705, -8754.77597174358, -8213.48377626941, -139705.35423819473, -89814.2489569484, -81631.49882930504, -70260.00413417866, -0.22375, 0.893125, -0.34587500000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010059844E9, 0.0, 2026-01-31 14:56:50.059
76.0, -133092.43417888097, -10740.907280553256, -10830.8059967525, -10250.510007203819, -139865.05745232792, -133291.11883534418, -132379.63704820123, -135203.53409094026, -140307.48788207627, -140781.2331058065, -8751.378506586374, -8201.637351708097, -139726.70015414956, -89796.52402359534, -81637.71261426361, -70254.19268062028, -0.22375, 0.893125, -0.34587500000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010068798E9, 0.0, 2026-01-31 14:56:50.068
78.0, -133080.63245780856, -10699.713015522126, -10822.513499559582, -10241.211681510411, -139902.38486556828, -133268.36475948867, -132384.53208023694, -135197.70028563743, -140310.30420187762, -140783.3341697853, -8758.084029922966, -8202.151441830569, -139721.08986629127, -89798.55803234078, -81637.93613170816, -70249.65527649585, -0.223875, 0.8895625, -0.3459375, 192.0, 124.5, 0.0, 13.5, 88.0, 122.5, 24.0, 0.0, 0.0, 0.0, 1.769893010076931E9, 0.0, 2026-01-31 14:56:50.076
80.0, -133095.5187196158, -10703.06577719042, -10833.57761306496, -10244.206815267422, -139894.85232768682, -133257.14418377212, -132385.76142618197, -135194.30282048022, -140335.65108008994, -140808.92691718662, -8754.373640343385, -8187.600456190165, -139751.39883177268, -89774.73107275141, -81644.03815794447, -70239.95461940226, -0.223875, 0.8895625, -0.3459375, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010083881E9, 0.0, 2026-01-31 14:56:50.083
82.0, -133085.88511775556, -10671.348651808341, -10817.193784379218, -10234.416751195999, -139929.6763455482, -133239.41925041907, -132374.47379523204, -135188.46901517737, -140334.06410623362, -140808.70339974205, -8758.128733411877, -8189.589761446687, -139745.85559914776, -89776.85448847467, -81637.95848345262, -70233.71848269922, -0.223875, 0.8895625, -0.3459375, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010091942E9, 0.0, 2026-01-31 14:56:50.091
84.0, -133102.3583534191, -10665.648956972236, -10823.273458871063, -10233.232108739867, -139918.9251564652, -133238.36871842967, -132371.81393764185, -135192.80525360172, -140365.46830719334, -140838.25240591198, -8744.650631505327, -8172.557732171743, -139775.31519833984, -89751.4852585179, -81637.4220415857, -70226.0741860955, -0.223875, 0.8895625, -0.3459375, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010100891E9, 0.0, 2026-01-31 14:56:50.100
86.0, -133100.9725452629, -10646.046477084932, -10808.9012871863, -10223.263230712799, -139946.01547074504, -133231.77495381536, -132366.4942224615, -135192.71584662388, -140353.9795105433, -140825.95894646156, -8751.467913564196, -8177.072784551715, -139767.8944191807, -89761.54354352278, -81635.03040492897, -70229.6281134639, -0.223875, 0.8895625, -0.3459375, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010107838E9, 0.0, 2026-01-31 14:56:50.107
88.0, -133107.5663098772, -10628.612116409793, -10810.108281386887, -10213.651980597018, -139941.16514219824, -133220.2861571653, -132378.47475748954, -135194.10165478013, -140384.4896417248, -140855.53030437592, -8736.58165175696, -8157.246787219858, -139795.18589916063, -89738.81181941174, -81635.61155028481, -70223.01199710513, -0.223875, 0.8895625, -0.3459375, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010115941E9, 0.0, 2026-01-31 14:56:50.115
90.0, -133106.5604813767, -10619.760825605492, -10801.681673727237, -10202.096128713623, -139967.2943314665, -133197.17445339853, -132388.37658028325, -135194.23576524685, -140370.8774293515, -140843.2368449255, -8744.360058827408, -8158.789057587273, -139783.58534378832, -89744.80208692576, -81638.58433229737, -70221.24620929315, -0.228, 0.888, -0.35000000000000003, 192.0, 124.0, 112.0, 13.5, 96.0, 122.5, 8.0, 0.0, 0.0, 0.0, 1.769893010124971E9, 0.0, 2026-01-31 14:56:50.124
92.0, -133111.7237343459, -10596.090328227321, -10809.169508119763, -10195.63647456604, -139977.95611357168, -133171.1346711081, -132409.38722007122, -135198.4602449489, -140413.23398509432, -140885.19106926813, -8735.240547089643, -8140.840606789662, -139826.56774837588, -89718.80700812423, -81641.35594860982, -70211.1208690549, -0.228, 0.888, -0.35000000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010131877E9, 0.0, 2026-01-31 14:56:50.131
94.0, -133118.1163332601, -10594.302188670898, -10800.497031271105, -10185.667596538973, -139999.52554697104, -133138.27760675878, -132409.63308926023, -135189.56425065568, -140402.48279601132, -140872.4952784175, -8744.807093716514, -8137.487845121365, -139816.82238779336, -89714.80604586675, -81641.75828001002, -70202.24722650615, -0.228, 0.888, -0.35000000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.76989301014003E9, 0.0, 2026-01-31 14:56:50.140
96.0, -133123.1231240181, -10563.322670855841, -10801.346397560406, -10180.280826125245, -140017.0940181129, -133113.95890879142, -132416.98681318603, -135192.13470126805, -140449.399107623, -140919.07631386237, -8731.306640065508, -8113.973809954383, -139859.02248132497, -89681.61370535061, -81635.5668467959, -70185.70693560923, -0.228, 0.888, -0.35000000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.76989301014902E9, 0.0, 2026-01-31 14:56:50.149
98.0, -133139.14932479255, -10577.717194285058, -10798.485374270127, -10178.559741802186, -140028.4040008073, -133103.5206441308, -132411.5106357945, -135193.90048908003, -140437.6867935284, -140908.54864222393, -8742.393105315341, -8115.203155899425, -139850.72998413205, -89682.30660942872, -81640.66304453171, -70183.09178150794, -0.228, 0.888, -0.35000000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010156984E9, 0.0, 2026-01-31 14:56:50.156
100.0, -133139.55165619275, -10538.400475788174, -10795.445537024205, -10168.43440156393, -140042.9996899366, -133092.72475155888, -132417.2550341195, -135199.24255600484, -140476.7129393474, -140946.59131128684, -8731.172529598776, -8099.646341758531, -139889.018522384, -89663.10646094162, -81636.55032355194, -70173.79345581454, -0.218, 0.896, -0.352, 192.0, 124.5, 24.0, 14.0, 0.0, 122.5, 0.0, 0.0, 0.0, 0.0, 1.769893010164001E9, 0.0, 2026-01-31 14:56:50.164
102.0, -133158.21536281292, -10555.544263785394, -10794.439708523716, -10162.757058472283, -140037.3446985894, -133086.44391136695, -132417.38914458622, -135203.914070596, -140456.7528315488, -140925.93829941016, -8738.235680846654, -8099.333417336156, -139864.87863837226, -89663.0617574527, -81639.79132649796, -70169.59132785694, -0.218, 0.896, -0.352, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.769893010172001E9, 0.0, 2026-01-31 14:56:50.172
104.0, -133157.65656920156, -10512.450100475562, -10790.997539877599, -10153.861064179071, -140054.57789356445, -133075.8044810062, -132434.68939479464, -135215.73814341286, -140487.30766621922, -140957.02957594747, -8731.261936576599, -8090.973864909872, -139896.77457771, -89650.32126311318, -81635.5668467959, -70162.99756324262, -0.218, 0.896, -0.352, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.76989301018009E9, 0.0, 2026-01-31 14:56:50.180
